Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score
C272,I'm gonna come in with your name. What is your name?,Unknown,Unknown,Distressed,0.0
C273,"the crazy. He's been stabbed really bad. Okay, let's be breathing ma'am.",Assault,Unknown,Distressed,0.3
C274,"military forces, resilience, support and improvement. I am an And funciona fighter. Bank самое que reserved.",Assault,Unknown,Calm,0.2
C275,"My daughter is choking on a bouncy ball. Okay, and you're at 25, 25 North 10th Street? Yes, is she?",Medical,Unknown,Distressed,0.3
C276,"Well, am I 41 going south and I'm going to do a cross street right now?",Unknown,Unknown,Calm,0.3
C277,take geben virgin initiated on o lightning,Unknown,Unknown,Calm,0.0
C278,"How did you lose your fire? Where's the fire at? Fire! No, it's not!",Fire,Unknown,Distressed,0.4
C279,payback police chief uh... with having a vehicle pulled across the street in the residence come on jottis,Accident,Unknown,Distressed,0.0
C280,I've been taken out of my house at gunpoint. I'm going to head to the police station.,Assault,Unknown,Distressed,0.3
C281,And my neighbor just knocked on my door. And I heard this mission. We went down to where the mail box is.,Unknown,Unknown,Distressed,0.0
C282,Дعبقت היא رائعة جامع شجج,Unknown,Unknown,Distressed,0.05
C283,on. Land is on the ground. I didn't go and check you. A male is on the ground? Yes.,Unknown,Unknown,Calm,0.0
C284,"Yes, I live at the 9301 South Secretary of State, Harvard A. I got a gentle",Unknown,Unknown,Calm,0.05
C285,"This is Caliola, the transfer at your Beth Western. I'm a 1-14, someone has been shot in the neck. They're going to need medical assistance.",Assault,Unknown,Distressed,0.4
C286,We're missing a child. Three years old. You're missing a three year old.,Unknown,Unknown,Distressed,0.2
C287,"What exactly what happened? My wife's pregnant and she says she made the hospital, she says she can't read them.",Unknown,Unknown,Distressed,0.0
C288,"I am on half road, I am in water, and it's taken me away. Hey man, we're on the...",Unknown,Unknown,Calm,0.0
C289,"Okay. One thirty four, three you shooting within the Delinth at 720p.",Assault,Unknown,Distressed,0.3
C290,"My walk up up up a little. Okay, let's go up the bottle with a carrot there. You've got movie. There.",Accident,Unknown,Calm,0.0
C291,"I got a collar on the line, she's got to be quiet, somebody just broken door house, 436, Lowell Street.",Unknown,Lowell Street,Distressed,0.2
C292,"I'm having one of my moments in shot. Okay, so it's medical. Is it medical, son?",Assault,Unknown,Distressed,0.3
C293,I've got a woman in my bank pointing a rifle at all of us and all of our customers. I need police now.,Unknown,Unknown,Distressed,0.3
C294,"We walked contact with two carriers, with the carrier and somebody else.",Accident,Unknown,Distressed,0.0
C295,"Where's your emergency? I need an ambulance to let on one colony. Okay, what's going on? What's going on? Okay.",Medical,Unknown,Distressed,0.3
C296,We need an ambulance. We're going on. My mom keeps...,Medical,Unknown,Distressed,0.0
C297,"Okay, what the problem on wrong and office? Something's what? You know, something wrong and office, I believe. What do you mean something?",Unknown,Unknown,Distressed,0.3
C298,Are little boys not breathing? Is he breathing now? No he's not.,Medical,Unknown,Distressed,0.6
C299,"Yes, I saw somebody up on 10th Street on the airport. Okay, you did.",Unknown,10th Street,Calm,0.0
C300,"Um, my mother fed down. Okay, your mama fell down? Yeah. Okay, where are you at?",Unknown,Unknown,Distressed,0.0
C301,"My kids have been in this for three o'clock today, my seven-year-old and my three-year-old.",Unknown,Unknown,Calm,0.0
C302,I have been missing since 7 o'clock this morning and,Unknown,Unknown,Distressed,0.2
C303,I have someone here that I need to be arrested in my home.,Unknown,Unknown,Distressed,0.1
C304,Hello. Hello. Hello. Hello. Hello. Hello.,Unknown,Unknown,Calm,0.0
C305,"Hi, I'm speaking to my boyfriend and he was entering his home and I heard loud screaming and now this dead",Unknown,Unknown,Distressed,0.6
C306,Miss May or Limga Health an fire on Southeast 27th Street.,Fire,"Southeast, Southeast 27th Street",Distressed,0.3
C307,"I can't bite my wife, so I'll feed her the bathtub and I think she gets. I'll let you, I'll see how it goes.",Unknown,Unknown,Calm,0.0
C308,We have a bare molley. I am out on the trail. I just wanted to take this time.,Unknown,Unknown,Calm,0.0
C309,"No, I'm gonna shake my eyes. I need a policeman. And I need a ambulance in my house. Make my way out, man. No, wait.",Medical,Unknown,Distressed,0.0
C310,This is an emergency run hike. I'm going to make my walk or hike in my kitchen in the smokey.,Fire,Unknown,Distressed,0.3
C311,m wide.,Unknown,Unknown,Calm,0.0
C312,2313 what? 2313 cabrits. 2313 cabrits. Yes.,Unknown,Unknown,Calm,0.0
C313,I'm sorry I've got to admit.,Unknown,Unknown,Distressed,0.0
C314,"Yes, well I walked in my car and you're like in your car out of your car. Yes, in my car.",Accident,Unknown,Calm,0.0
C315,"You look like you need it, come slow. You just need a towel to come over here.",Unknown,Unknown,Distressed,0.0
C316,"A child who has been left on my doorstep. Okay, what's your address?",Unknown,Unknown,Distressed,0.0
C317,"I get it, the",Unknown,Unknown,Calm,0.0
C318,"Hang on, this room has black smoke. So it's connogeable of art in the 180.",Fire,Unknown,Calm,0.0
C319,Exactly what happened. There was two trains just collided outside of our metro link.,Unknown,Unknown,Distressed,0.0
C320,"Yes, ma'am. My name is Special Agent Richard A Smith. That's number zero time.",Unknown,Unknown,Distressed,0.0
C321,"We'll be in the office, I'll guide you by 9. Please try. We're all bleeding.",Medical,Unknown,Distressed,0.6
C322,"Hello, it's the state police and the gentleman's girlfriend is having a baby right now. Okay, sir.",Unknown,Unknown,Calm,0.3
C323,I don't know if I'll make it. I'm trying to...,Unknown,Unknown,Distressed,0.3
C324,"My boyfriend is outside, he has been stabbed. Okay. And he's...",Assault,Unknown,Distressed,0.3
C325,I'm the guy that's in pretty big trouble right now. You're in pretty big trouble? What's your name?,Unknown,Unknown,Distressed,0.3
C326,"Yes, I think everybody's clicking into my house. Please. Okay, stay on the phone. I mean, why did you think someone's trying to break a...",Unknown,Unknown,Distressed,0.4
C327,I'm like dever monde i f parve wear i kinda Volkswagen veyrüote goooootir holy...,Unknown,Unknown,Distressed,0.0
C328,I think my son's been killed. We're at. We're in the Evergreen...,Assault,Unknown,Distressed,0.3
C329,The update has already been released. I think he's going to try to kill himself. I need an A.,Unknown,Unknown,Distressed,0.05
C330,"Well, as said, emergency, you know why on one lane, on one side at the damn drawbridge, on 95...",Unknown,Unknown,Distressed,0.6
C331,Come on. What? More now! There's nothing to talk about!,Unknown,Unknown,Distressed,0.4
C332,"What are you into doing? The FAA agents that look like you're giving a heart attack or stroke or something, just",Assault,Unknown,Distressed,0.05
C333,"Well, I just got a phone call saying that my friend, she was in the basement apartment of that house and apparently the",Unknown,Unknown,Distressed,0.0
C334,There's a fire right here off the Broadway. Broadway and poetry.,Fire,Broadway,Concerned,0.3
C335,We just came into my sister's house and she's on the floor. Try the girl to mesh.,Unknown,Unknown,Distressed,0.0
C336,My girlfriend left last night. We were at the Stevens-Ball and St. Nicholas.,Unknown,"the Stevens-Ball, St. Nicholas",Distressed,0.0
C337,"My cat, a cat, is a seven-month-old child. And I...",Unknown,Unknown,Calm,0.05
C338,and my friend was drinking and she woke me up and she's sick and now she's not responding.,Unknown,Unknown,Distressed,0.3
C339,and it's a fire at somebody else called the stadium. You're on the ground. The avenue is at their avenue.,Fire,Unknown,Distressed,0.3
C340,28 grand we need somebody to move your nads a five years out of house 20 grand and your partner 3 3,Unknown,Unknown,Distressed,0.0
C341,"Uh the same, somebody saw a sw은 Backar aux sinds flew above",Unknown,Unknown,Distressed,0.0
C342,میری دریاد کارتے ہو دریہ میری ریور کی کار کار میری ریورتے ہو دریگا بھائی آجا,Unknown,بھائی,Concerned,0.0
C343,Somebody got shot at? Somebody got shot at? Yeah.,Assault,Unknown,Distressed,0.3
C344,"Okay, what's the address?",Unknown,Unknown,Distressed,0.0
C345,"emergency. Yeah, this is it from I had a little girl that fell on the ball and",Unknown,Unknown,Distressed,0.3
C346,"The bedroom is on fire. I have to go fast. Okay, we're on the way.",Fire,Unknown,Distressed,0.3
C347,"How you doing? I'd like to report like to a double murder in Cambridge, on it. Okay, do you know the answer? I know. You are.",Assault,Cambridge,Distressed,0.7
C348,"165 Airborne Road, I've been shot on 1675 Airport Road.",Assault,Airport Road,Distressed,0.3
C349,Вам еще нельзя упадить. Мне нельзя будет буддить работать.,Unknown,Unknown,Distressed,0.0
C350,I need some help. What's going on?,Unknown,Unknown,Distressed,0.3
C351,Conjects if there's a fire. Give the fire at what address man?,Fire,Unknown,Distressed,0.3
C352,"Hi, something just exploded at the end of Sayat. Okay, is there any...",Fire,Sayat,Distressed,0.0
C353,I think someone is trying to break into my home. Just stop at 56.,Unknown,Unknown,Distressed,0.1
C354,"Ok, what is Sara doing at London? Hi, I'm Panstix.. I'm just meeting a lot of my closest relatives here in health.",Unknown,London,Calm,0.0
C355,"I'll say what's going on, he said I want to help Brown. He's on Brown, she's in the floor now. Okay, may I...",Unknown,Brown,Calm,0.65
C356,I just shot my mother in my... You shot your mother?,Assault,Unknown,Distressed,0.3
C357,I just witnessed a shooting on third Avenue in Nickers. Third in Nickers and how many minutes.,Assault,third Avenue,Distressed,0.3
C358,I'm not so lucky to hear it now. We just got stuck by lightning. And we're both on the moon.,Unknown,Unknown,Calm,0.3
C359,We have an aircraft declaring an emergency is going to land on the beach at Venice. Close to the airport. I'm not sure it got...,Unknown,Venice,Distressed,0.3
C360,"No, I think someone's in. David, you hear the front door? I'm hearing no lights, the door's.",Unknown,Unknown,Distressed,0.1
C361,we heard looked in the garage door was up and i thought the gentleman was backing up and went back,Unknown,Unknown,Distressed,0.0
C362,We've been beating. It's the family daughter. I'm bleeding.,Assault,Unknown,Distressed,0.3
C363,I have a gun range officer that got shot in the head. We're at a... Samture's point.,Assault,Unknown,Distressed,0.6
C364,"I need 10 minutes right now for you. Okay, let's be a drag.",Unknown,Unknown,Distressed,0.3
C365,We go up to this lady she laying in the road. I think she would get by a car. Okay. I got ahead injury. Oh,Accident,Unknown,Distressed,0.0
C366,"I'm going to ruin the way I'm at. But my line looks like this guy robbed and he got shot. Okay, fun.",Theft,Unknown,Distressed,0.3
C367,She cut me who cut you there's no no hold on,Unknown,Unknown,Distressed,0.0
C368,Please have me try to get my house. What are they doing? They tied my fund door and my schedule are now.,Unknown,Unknown,Distressed,0.6
C369,"There's been a shooting, I just shot a man attack. We'll make a stop. OK, sir. If he enters.",Assault,Unknown,Distressed,0.65
C370,"I love me, I just love you more. Are you at a house? For a house?",Unknown,Unknown,Calm,0.0
C371,"Yes, man, I just shot my doider and shot all my grandkids.",Assault,Unknown,Distressed,0.3
C372,Because I'm not my way to work on North Sound on Redwood Road.,Unknown,"North, Redwood Road, North Sound",Distressed,0.0
C373,"¡Ahhh! ¡Esto es eso! ¡Ay, un buen! ¡Cuál es la emergencia!",Unknown,Unknown,Calm,0.2
C374,I got arrived from 21 to what's he's so cold? My 35 travels.,Unknown,Unknown,Distressed,0.0
C375,"And there was a guy and there was a pistol and I was falling fake, but he's like pointed at everybody.",Unknown,Unknown,Distressed,0.0
C376,"I'll shut my husband and shut me, so we'll shut to me. Okay, hold on for me. Okay.",Unknown,Unknown,Calm,0.0
C377,"I'm sorry, there's a situation here. We have residents that I think they stole a car.",Accident,Unknown,Distressed,0.0
C378,I'm in a glory in a race where it's where I go away.,Unknown,Unknown,Calm,0.0
C379,I think it's murder. What makes you think that? Because...,Assault,Unknown,Distressed,0.3
C380,"Um, I don't know if my husband had eyes rolling back. He's just not breathing.",Medical,Unknown,Distressed,0.6
C381,I'm out here right now and I lost my keys in my car. Is there any way that someone can come out here?,Accident,Unknown,Distressed,0.4
C382,It's not an emergency. The only way I know how to get in touch with this woman is,Unknown,Unknown,Distressed,0.6
C383,What's going on there? Let's see what's going on there.,Unknown,Unknown,Calm,0.0
C384,"Now, one, one, where's your emergency?",Unknown,Unknown,Distressed,0.6
C385,"Same. I hear you, br-",Unknown,Unknown,Calm,0.0
C386,"I'm sorry, but the fireworks bill on. I'm sorry, you cannot call 911 for that.",Fire,Unknown,Distressed,0.3
C387,I just received a call a few minutes ago from one of our VPs who states that he's up.,Unknown,Unknown,Distressed,0.0
C388,If the Digman hit the park at 31st Avenue in Valmont.,Accident,"31st Avenue, Valmont",Distressed,0.0
C389,"would he let him walk? Yes. Sharon crackling of sounds to play, Charliejo Why don't you tell him what he went all the way if Chacrowd friend asked a girl, markets notนoth advisable , where you put нап",Unknown,Unknown,Calm,0.0
C390,There has been four gunshots. Close to the second. And it is in the middle.,Assault,Unknown,Distressed,0.6
C391,I cut my wife so sweet in the bathtub and I think she's dead. I want you with the anger.,Unknown,Unknown,Distressed,0.3
C392,"We just found the body of a baby, my grandson.",Unknown,Unknown,Distressed,0.0
C393,I would have brought behind him and his brother along with me and I called down there because I was feeling this.,Unknown,Unknown,Distressed,0.0
C394,This is our scouting utility emergency dispatch. We found a human skull. Oh my gosh.,Unknown,Unknown,Distressed,0.3
C395,911 emergency. I need a police to come to my,Unknown,Unknown,Distressed,0.3
C396,"Yes, no, I want to report a drug overdose.",Medical,Unknown,Distressed,0.1
C397,"Hello? Hello, my dad and my uncle just got shot. Okay. Oh my god, I don't like that. Two people shot at this time.",Assault,Unknown,Distressed,0.3
C398,on the side of the guide. And you can tell my little foot in there now. OK. Can you tell us?,Unknown,Unknown,Calm,0.35
C399,"My brother, he was playing like with his gun.",Assault,Unknown,Distressed,0.3
C400,My brother is counting. Where are you at? I'm at the...,Unknown,Unknown,Distressed,0.0
C401,"My guy, my girlfriend is yesterday. Calm down, sir. Is she still breathing?",Unknown,Unknown,Distressed,0.0
C402,"We have a gunshot wound accidental in the household. Okay, how old?",Assault,Unknown,Distressed,0.8
C403,"Somebody just, somebody just take him in my house. What did he hit her in the head with? I have not. I don't want-",Accident,Unknown,Distressed,0.0
C404,There's a cleaning out of Rockville Road at 9.6.9.,Unknown,Rockville Road,Distressed,0.0
C405,"I don't know what this kid has done, and she's like going into a theater or something. And I don't know. Now just keep on...",Unknown,Unknown,Distressed,0.3
C406,"I got my gun out. There's somebody trying to get in my house. Okay, alright, let's go.",Assault,Unknown,Distressed,0.3
C407,"emergency. 5-001, there's man, we'll be done. 5-001.",Unknown,Unknown,Distressed,0.3
C408,I can't hear you scream and I can't...,Unknown,Unknown,Distressed,0.0
C409,"We're having a baby or in Boulder Creek. We need to get the shutter. Okay, what's the problem? Some exact what happened.",Unknown,Boulder Creek,Distressed,0.0
C410,Where's your emergency? I'll get a fire. Super-agore is following twig. Hold on just a second. Slow down. What's the address?,Fire,Unknown,Distressed,0.6
C411,"I just came home, the door was busted in and my girlfriend's been shot.",Assault,Unknown,Distressed,0.3
C412,"It just crashed into the Hudson River, a US Air.",Accident,"River, the Hudson River",Distressed,0.25
C413,"I have the car he just can't really get him. It was screaming at each other. So, he's fine.",Accident,Unknown,Calm,0.0
C414,"I've got a burglar. A burglar. Yes, ma'am. In the burglar.",Theft,Unknown,Distressed,0.0
C415,The baby's not playing me on this. It's a damn baby highlands avenue. 12 baby highlands highlands.,Unknown,Unknown,Distressed,0.0
C416,Can I help you? Certainly. A couple of people who have picked over in the Great Salt Lake have got them on the line.,Unknown,"Salt, the Great Salt Lake",Calm,0.3
C417,"No, I'm lonely. I'm lonely. Just broken into a house where I'm lonely. Please help us. That's what my life is in half now.",Unknown,Unknown,Distressed,1.0
C418,"So when you're lagging off the rod and trying to brake that 돼... I'm only concerned what I Signaled wasn't Horay tries to get any. The C. Croatia sucks. But E.B. could've payed over an hour of pay. Furthermore, the C. this is how my mother was roasted during the day. In a spoked truck, most of the dinners are ready for heavy or strange lighting oggi.",Unknown,E.B.,Distressed,0.25
C419,"I'm coming here to buy something. I've listened to this. When I get there, I'm in the window.",Unknown,Unknown,Calm,0.0
C420,"Yeah, I was trying to find out if I knew to bring like any chick stoops or a",Unknown,Unknown,Distressed,0.0
C421,"I see some activity going on in the car and I don't think it's proper. Okay, what kind of activity is it, sir? It looks like...",Accident,Unknown,Distressed,0.0
C422,This is emergency 911 emergency. 340 soil.,Unknown,Unknown,Distressed,0.3
C423,You said we dropped your store apart. Someone what? We just dropped your store apart.,Unknown,Unknown,Distressed,0.1
C424,floor. You'll be on the floor. She'll be on the floor. Okay. I'm going to tell you how to help deliver the baby. Okay.,Unknown,Unknown,Calm,0.3
C425,What's the problem? What's the problem there?,Unknown,Unknown,Distressed,0.0
C426,It does crash. What? A plane crashed on 17th and Lincoln in houses.,Accident,Unknown,Distressed,0.2
C427,like gunshots being fired. Okay. I don't know where they're coming from. It was two days.,Assault,Unknown,Distressed,1.0
C428,"My girlfriend, she has a sex boyfriend and she's been talking to hell out of her. Okay, just talking out there.",Unknown,Unknown,Distressed,0.0
C429,We just got a cry that somebody had shot somebody in a health diagnosis.,Assault,Unknown,Distressed,0.3
C430,"We've missed all the kidnaps in the night. Thank you, thank you. Who is kidnapped?",Theft,Unknown,Calm,0.0
C431,"of gentlemen in the center room, and the instrument, you change the room. A bank of pot fell out of this room.",Unknown,Unknown,Distressed,0.0
C432,"If I have been to the same thing, I will be open to the 14th, 2000, definitely a gas at a time zero.",Unknown,Unknown,Distressed,0.0
C433,"The man lying on the highway. He's lying down at the edge of the earth, but on his arm.",Unknown,Unknown,Distressed,0.0
C434,"I want to talk, I want to talk, into my mouth, into my heart, my heart, my heart.",Unknown,Unknown,Calm,0.0
C435,I am. My uncle's job is to put a knee snack in his girlfriend's back and I am picked here. What? I am picked.,Unknown,Unknown,Distressed,0.0
C436,I ordered a Pinchy Chicken Leget with a small bite as...,Unknown,Unknown,Distressed,0.0
C437,"Somebody just, somebody just, and I'm gonna send a call to the police. I'm gonna be there's all on each day. Somebody just,",Unknown,Unknown,Distressed,0.0
C438,"Help me. Okay, what's up, honey? My son isn't at least. I'm doing crazy.",Unknown,Unknown,Distressed,0.3
C439,I've been shot two-fourty-one-one. You've been shot. With that just...,Assault,Unknown,Distressed,0.3
C440,Brian Chessens at 7-1-Bot-Glorm Circle and he is wrestling us to get in my house.,Unknown,Unknown,Distressed,0.0
C441,"Yeah, I think it's least like that on my head. Yeah, man. We just got we just call it to boys breaking in our call",Theft,Unknown,Distressed,0.0
C442,Somebody walk into our house last night. I don't know.,Unknown,Unknown,Distressed,0.3
C443,My ass bloopers is staring at the hell out of me It's stopping in my head and my neck and my...,Unknown,Unknown,Distressed,0.0
C444,"My partner's on fire, he can't. Err! Okay, stay on the line with me, don't hang out. No, please!",Fire,Unknown,Distressed,0.7
C445,I don't want Marge and Martin to stay. Help! It's a guy's coming! I can take him and go!,Unknown,Unknown,Calm,0.45
C446,"I think he had a parachute on him, a guy parachute.",Unknown,Unknown,Distressed,0.0
C447,"What's the problem there? There's a fire on pregnant. There's a fire at home? Yes, please come. OK, get outside.",Fire,Unknown,Distressed,0.65
C448,Why would the pan cut me? I need assistance right away. What happened? My wife has now,Unknown,Unknown,Distressed,0.3
C449,I have a concern for a co-worker. She just called me and sounded very...,Unknown,Unknown,Distressed,0.1
C450,"A white female passenger pass out on one of our vehicles, which is 21-22.",Accident,Unknown,Distressed,0.0
C451,"Hello, um, he's going down to the black way with my baby. Okay, where are you?",Unknown,Unknown,Calm,0.0
C452,I'm going to turn this to the 258 from here. I'm going to turn the 258 from here.,Unknown,Unknown,Distressed,0.0
C453,"I don't know. There's a lady laying out here on the side wall. Okay, bleeding. Okay. Are you with the lady?",Medical,Unknown,Distressed,0.6
C454,"Hi, my name is Jean Thomas. I'm watching my home on live monitor and there's a black man in my house and he's robbing it.",Theft,Unknown,Distressed,0.0
C455,"I'm going to start giving him out the lobby for any black. Miss, yes, General, I know it's where you with him now.",Unknown,Unknown,Distressed,0.3
C456,There is a strange man outside our home and he hollered.,Unknown,Unknown,Distressed,0.0
C458,My wife says in the bathroom she is bleeding all over the place. She thinks she's having a...,Medical,Unknown,Distressed,0.3
C459,"and since May 8th, we've just got robbed. Okay, what they look like.",Theft,Unknown,Calm,0.0
C460,We've got a person here who is not fit to drive and needs to be taken to that system.,Unknown,Unknown,Distressed,0.0
C461,"because I'm the lady, I'm my teenage lady, she was yelling for help, and they looked like she had a blood all over her.",Disturbance,Unknown,Distressed,0.3
C462,"There's somebody killed someone. Okay, ask for where the suspect is.",Assault,Unknown,Distressed,0.4
C463,NIL Japan Yeah we're Sign,Unknown,Japan,Calm,0.05
C464,The man is withhelped by fire.,Fire,Unknown,Distressed,0.6
C465,I need an ambulance for two hours. Somebody just come and collect you up. What a drug.,Medical,Unknown,Distressed,0.0
C466,units know that it is confirmed rotation on the ground. Just want to roll our house off for five. Bring clean.,Unknown,Unknown,Distressed,0.3
C467,way into the north I've seen a funnel cloud just reporting my first optimally or residing garbage,Unknown,Unknown,Distressed,0.1
C468,We just got in the tornado and the car slipped and the windows mercy and we're bleeding.,Accident,Unknown,Distressed,0.3
C469,I told you this came across there say 24 okay. Yeah,Unknown,Unknown,Calm,0.0
C470,"Yeah, I have a rotating cloud coming in a southwest of Regis, Yeah.",Unknown,Unknown,Calm,0.0
C471,"Yes, it looks like we're gonna touch down on broad moral. Are you hard car? No, I'm looking at",Accident,Unknown,Calm,0.0
C472,"No, ma'am, we can see a tornado. We're at 914, Hillcrest. We have about five of us all.",Unknown,Hillcrest,Calm,0.0
C473,"My mom, she's sick and she can't wait to see you. She can't wait, God.",Unknown,Unknown,Calm,0.0
C474,I'm so glad we need the wheels to the car. She ran over three people in a row. Where? I'm so glad we're here again.,Accident,Unknown,Calm,0.0
C475,Where is the guy with the gun in the case he's with Ames? Which case is the Lincoln Y1?,Assault,Unknown,Distressed,0.35
C476,I'm just kidding the sounds of it. You can hear it in. Who is that? That's the course to be in that style.,Unknown,Unknown,Concerned,0.0
C478,"My phone is on my phone. Okay, 615. It's okay.",Unknown,Unknown,Calm,0.0
C479,"and then warrant. There's a fire back here at someone's front porch. Okay, where you need the fire department, ma'am?",Fire,Unknown,Distressed,0.4
C480,We just saw a big airliner just being coated by two five planes.,Accident,Unknown,Distressed,0.0
C481,So we'll only get reviltrared. OK. Thank you. Keep going until the second round.,Unknown,Unknown,Calm,0.05
C482,emergency. Oh that's the F18 chasing a big commercial plane around and around all those downtown,Accident,Unknown,Distressed,0.35
C483,"Yeah, I had two unusual aircraft fly really close.",Unknown,Unknown,Calm,0.0
C484,I'm the designer of the house and I'm really just a robber. What are your address? My name is...,Unknown,Unknown,Distressed,0.0
C485,by the river the dog jumped in the water and we can't get out. Oh my god!,Unknown,Unknown,Distressed,0.05
C486,"Just let me just walk up and then we'll settle down and drop. Okay, sir, stay with me, okay?",Unknown,Unknown,Calm,0.0
C487,"If not, I'm calling from the Sheraton Baltimore North. Yes sir. We have a dead body in one of our rooms.",Assault,Baltimore,Distressed,0.3
C488,because they just jumped my 13 year old daughter and it's about to be all hell for a glimmer on.,Unknown,Unknown,Distressed,0.0
C489,We got off for damn. What do you mean you have an off? We don't have a whole bunch of officers down.,Unknown,Unknown,Distressed,0.0
C490,"Bu дядр,W war",Unknown,Unknown,Distressed,0.0
C491,"You know, Lyleview's shut down. You heard what? I seen a Lyleview's quiet down.",Unknown,Unknown,Distressed,0.3
C492,It's too late. And the high winds have the...,Unknown,Unknown,Distressed,0.0
C493,"We had a dead body right out in front of our school in the grass area, but we're at the John Fee door to be John's in location.",Assault,the John Fee,Distressed,0.3
C495,"If the address is 1160 Ray Road, we have a baby missing out of a crib.",Unknown,Unknown,Distressed,0.2
C496,I just called over to my sister's house and I have a phone.,Unknown,Unknown,Distressed,0.0
C497,The phone man following me from the application. Damn. Did he show the gun to you?,Assault,Unknown,Distressed,0.3
C498,Somebody just came in and shot my daughter and my husband. They shot them? They shot them? What's your act?,Assault,Unknown,Distressed,0.3
C499,I'm watching TV and I heard five shots and there's someone laying in my front yard. A woman's sitter.,Assault,Unknown,Distressed,0.45
C500,I just killed my family. What's the knife? All of them. All for real. What's your name? Michael Miller.,Assault,Unknown,Distressed,0.6
C501,MY CAMBE! SCREWT but is he going to steal her? Where are you? I don't know how to tell your mama...,Unknown,Unknown,Distressed,0.5
C502,I'm not going to be a police fire ambulance. I need to be a police comm. I'm a brother strong and he took out a knife. Police.,Fire,Unknown,Distressed,0.6
C503,I'm pulled over in the road. My husband's in the middle of the road having a serious like psych...,Unknown,Unknown,Distressed,0.0
C504,"Well, my husband's not, I cannot seem to wake him up.",Unknown,Unknown,Distressed,0.0
C505,"Now listen here. I've got two people here help hospital, right? Okay. Now you know what?",Unknown,Unknown,Distressed,0.6
C506,see. Bargur was breaking into a house next door. What's the address there sir? 74.,Theft,Unknown,Distressed,0.0
C507,"Our state, we have a Burmese python, it's about 12 foot long, she got out of the cage last night and got into...",Unknown,Unknown,Concerned,0.0
C508,"We were just said and talking my wife, you know Bob, and then she fell on the floor. Okay, what?",Unknown,Unknown,Distressed,0.3
C509,"I don't want to go. Hey, just before I made a street up here by Wild Rock chasing us. Where are you at?",Unknown,Wild Rock,Distressed,0.0
C510,It's a must've been shot. I haven't picked the vitals.,Assault,Unknown,Distressed,0.3
C511,There's a guy there with a gun. Yeah. Black and white. Black and white.,Accident,Unknown,Distressed,0.3
C512,I'm glad to have some guys walking around the parking lot. Welcome to some great garden. He's a big person. Tell me the address please.,Unknown,Unknown,Calm,0.3
C513,"Yeah, the man on the phone says there's a man on his property with a gun. Okay, and that's where the person is supposed to be too.",Assault,Unknown,Distressed,0.3
C514,I just been bitten by a red tail fox up in Red Reef Park.,Unknown,Red Reef Park,Distressed,0.0
C515,"Yes. We had a, I think, a shooting right now on the bus barn on the high school.",Assault,Unknown,Distressed,0.6
C516,"out, not working. Not working. My babies are in there. Oh my God, I'm moved here.",Unknown,Unknown,Distressed,0.0
C517,Somebody just came in and shot my daughter and my husband. They shot them. Please send me a check. I love my girl.,Assault,Unknown,Distressed,0.6
C518,is not breathing. Okay. Is there any way you can,Medical,Unknown,Distressed,0.3
C519,What do I think? I think I need an ambulance. I've got a teenager who's turning purple in his face. I think he's soaked out or something.,Medical,Unknown,Distressed,0.0
C520,"Yeah, there's been a bunch of guns out to my house. I think a bunch of people were shot. We're at 2112 views.",Assault,Unknown,Distressed,0.6
C521,"estoy hablando aquí el chico de la mongos si, que pasa están unos hombres",Unknown,Unknown,Distressed,0.0
C522,"Hi, what's your name? I'm Tom. And a little girl just went to the bathroom for a long time to enter.",Unknown,Unknown,Distressed,0.0
C523,And it's like I just tried to get out of this car. I got out of this car and he tried to get in my truck.,Accident,Unknown,Distressed,0.0
C524,"Somebody has been shot. They're calling to please and an ambulance. Yes, does he want the horseshoe? Yes, what?",Assault,Unknown,Distressed,0.6
C525,I'm just having older women standing here and she had noticed two gentlemen trying to get in a house.,Unknown,Unknown,Concerned,0.0
C526,"Easy. Easy now, my sister.<|bs|>.",Unknown,Unknown,Concerned,0.3
C527,I have been in the news recently about being on in a hotel naked.,Disturbance,Unknown,Distressed,0.0
C528,There's an armed robbery going right on right now. I've been shot in the back and I'm bleeding. You've been shot in the back? Yes. OK.,Theft,Unknown,Distressed,1.0
C529,"And yes, my friends have to have me. He doesn't have to. He'll have to.",Unknown,Unknown,Calm,0.0
C530,absolute,Unknown,Unknown,Calm,0.0
C531,"emergency, my girlfriend just jumped off the back of our hotel room.",Unknown,Unknown,Distressed,0.3
C532,"Yes, other guys been shot. Okay, right here on Burdenon Avenue. I want to see if the M1",Assault,Burdenon Avenue,Distressed,0.35
C533,"No, there's people trying to break in my house. Okay, they're there right now. They're here right now. They just spoke a basement window.",Unknown,Unknown,Distressed,0.3
C534,"Alright, I killed my girlfriend. Excuse me? Did you hear me? I want you to re-",Assault,Unknown,Distressed,0.3
C535,three black men in the middle of Russell Boulevard and one of them has like a,Unknown,Unknown,Calm,0.0
C536,"it was a bus. Let me see. Okay, I'm right. Yeah. It's wrapped by one...",Unknown,Unknown,Calm,0.0
C537,"And with the already got somebody on the way, can you give me any kind of description? It's too black guys.",Unknown,Unknown,Distressed,0.0
C538,There are three black gentlemen that are there harassing the women out there.,Disturbance,Unknown,Distressed,0.0
